Age,Gender,Race,Education Level,Industry,Weekly Hours Worked,Salary (ZAR),Rent (ZAR),Transport (ZAR),Groceries (ZAR),Debt Repayment (ZAR),Savings (ZAR),Entertainment (ZAR),Total Expenses (ZAR),Debt-to-Income Ratio (%),Debt Risk Level
32,Male,Indian/Asian,Diploma,Education,20,12346,4231.21,1672.33,1866.37,5171.98,2100.17,1867.04,14808.91,41.89,High Risk
32,Female,Black African,Diploma,Construction,20,11072,3446.57,1113.02,1871.78,4211.15,1845.56,1981.33,12623.85,38.03,High Risk
28,Female,Black African,Diploma,IT,30,20802,6479.86,2973.57,4006.03,9267.97,1805.68,3962.64,26690.06,44.55,Critical Risk
35,Female,White,Diploma,Mining,40,43040,13562.8,6423.23,6556.2,24583.79,3437.49,7274.23,58400.25,57.12,Critical Risk
34,Female,White,High School,Finance,45,30177,11848.01,3366.61,4683.13,2632.77,5166.24,5514.11,28044.63,8.72,Very Low Risk
32,Male,Black African,Bachelor's,Retail,45,9214,3646.2,995.66,1547.68,639.98,1698.2,1657.83,8487.35,6.95,Very Low Risk
23,Male,Coloured,High School,Healthcare,50,20355,7599.18,2543.18,3409.87,7301.06,3752.36,3260.38,24113.67,35.87,High Risk
28,Female,Black African,High School,Education,40,16539,5040.91,2440.69,2916.77,4522.28,2844.79,2658.66,17579.31,27.34,Moderate Risk
22,Female,Black African,Bachelor's,Mining,50,32213,11604.21,3703.59,5663.8,3070.86,3029.26,6103.76,30146.23,9.53,Very Low Risk
26,Male,Black African,High School,Healthcare,40,5635,2042.29,652.98,855.69,3244.04,651.17,930.62,7725.61,57.57,Critical Risk
30,Female,Black African,Diploma,Mining,40,34728,13837.96,4549.61,6154.53,16368.68,2408.72,6419.42,47330.19,47.13,Critical Risk
28,Male,Black African,High School,Finance,30,19713,6385.79,2675.99,3072.71,6258.24,4460.89,3862.48,22255.2,31.75,High Risk
28,Male,Black African,Diploma,Mining,50,44401,16530.96,5644.09,8225.6,25542.67,10717.58,7736.43,63679.75,57.53,Critical Risk
32,Female,Black African,High School,Mining,45,21587,8621.06,2400.06,4254.58,10218.4,1837.43,3755.4,29249.5,47.34,Critical Risk
34,Male,Black African,PhD,Construction,45,13633,5370.15,1978.61,2724.1,1257.03,1107.63,2607.27,13937.16,9.22,Very Low Risk
33,Female,Black African,High School,Retail,50,5746,1927.48,724.74,989.3,2387.2,1054.5,1014.74,7043.45,41.55,Critical Risk
23,Male,White,Diploma,Mining,45,29823,9368.49,4393.48,5439.76,9232.74,5807.55,4807.64,33242.12,30.96,High Risk
29,Male,Coloured,Bachelor's,IT,20,25905,7970.12,3208.18,4577.37,9726.31,4577.35,3914.54,29396.52,37.55,High Risk
24,Female,Black African,Diploma,Mining,45,23795,7280.88,2542.27,3780.01,4338.9,5161.06,3587.53,21529.61,18.23,Low Risk
29,Female,Indian/Asian,Diploma,Mining,40,20986,6480.61,2483.53,3645.3,6438.36,1590.18,3159.66,22207.47,30.68,High Risk
24,Male,Black African,Diploma,Finance,50,30670,12205.24,3900.21,6046.39,7081.57,6942.46,5141.99,34375.4,23.09,Moderate Risk
31,Male,Black African,Diploma,Mining,45,23603,9410.36,2588.6,4151.83,6935.09,5061.36,4545.42,27631.3,29.38,Moderate Risk
28,Male,White,Bachelor's,Construction,45,11973,3730.4,1440.37,2276.52,1282.94,1621.65,2237.16,10967.39,10.72,Very Low Risk
23,Male,Black African,High School,Retail,30,3000,924.56,315.96,537.23,362.37,359.3,551.13,2691.25,12.08,Very Low Risk
25,Female,Black African,Bachelor's,Finance,40,43354,15887.4,6269.64,7562.22,13097.02,7317.46,8505.41,51321.69,30.21,High Risk
32,Female,Black African,Diploma,Construction,40,12098,4620.06,1788.98,1856.6,2216.8,1804.82,2175.09,12657.53,18.32,Low Risk
27,Male,Black African,Bachelor's,Healthcare,40,30506,11464.82,3746.27,6012.37,6088.4,6904.45,5493.32,32805.17,19.96,Low Risk
32,Male,Black African,High School,IT,45,21604,6501.28,3126.94,3385.64,8757.63,1406.91,3806.67,25578.16,40.54,High Risk
30,Female,White,Bachelor's,IT,30,28951,9943.89,3151.78,5395.56,1655.31,4613.58,4620.18,24766.72,5.72,Very Low Risk
26,Female,Black African,High School,Healthcare,30,19370,7205.7,2004.0,3194.7,5860.61,3846.97,3846.79,22111.81,30.26,High Risk
34,Female,Indian/Asian,Bachelor's,Mining,45,43356,16530.98,5045.16,7181.04,15828.15,5210.49,8581.68,53167.01,36.51,Critical Risk
30,Female,Indian/Asian,Diploma,Retail,45,4929,1820.92,551.72,866.22,1186.35,837.44,977.33,5402.54,24.07,Moderate Risk
26,Male,Black African,Diploma,Retail,40,7095,2362.43,793.1,1229.28,2426.02,644.53,1094.63,7905.46,34.19,High Risk
31,Female,Black African,Diploma,Retail,20,3647,1192.87,506.64,562.74,1844.15,749.36,624.35,4730.76,50.57,Critical Risk
29,Female,Black African,High School,Retail,45,5280,2021.73,743.1,835.0,1548.24,548.86,911.31,6059.39,29.32,Moderate Risk
34,Female,Black African,Diploma,Construction,30,11198,3967.84,1435.16,2198.26,3552.63,2754.12,1928.34,13082.24,31.73,High Risk
34,Male,Black African,High School,Mining,40,19290,6277.57,2625.43,3305.11,10076.9,1285.57,2954.45,25239.45,52.24,Critical Risk
22,Male,White,Diploma,Healthcare,45,25473,9851.2,2908.24,4310.12,7690.58,2464.62,4264.46,29024.59,30.19,High Risk
28,Male,Black African,Bachelor's,Construction,20,9077,3464.43,1224.5,1593.11,5163.64,570.13,1552.8,12998.48,56.89,Critical Risk
25,Female,Black African,High School,Construction,40,12744,4452.07,1755.25,2058.7,6949.52,3143.91,2355.39,17570.94,54.53,Critical Risk
26,Male,Black African,Diploma,Healthcare,40,17581,6699.01,2587.68,2716.67,1237.45,1169.31,2968.24,16209.07,7.04,Very Low Risk
27,Male,Black African,Diploma,IT,40,19773,6136.45,2063.51,3852.89,2964.79,2445.85,3457.63,18475.26,14.99,Very Low Risk
26,Female,Black African,High School,Healthcare,30,15076,5890.93,2146.11,2364.76,4859.56,1676.62,2981.81,18243.16,32.23,Critical Risk
33,Male,Indian/Asian,Master's,Retail,30,7864,3128.15,849.9,1428.47,972.13,845.46,1544.94,7923.6,12.36,Very Low Risk
22,Male,Indian/Asian,Diploma,Mining,45,39987,12039.57,4855.84,7396.39,21238.27,9730.76,6485.76,52015.83,53.11,Critical Risk
33,Male,Black African,High School,Construction,30,10197,3942.98,1022.89,1534.08,3003.71,2294.66,2014.26,11517.92,29.46,Moderate Risk
30,Male,Black African,High School,Finance,50,18757,7037.6,2769.55,3503.24,2601.02,2159.48,3285.29,19196.71,13.87,Very Low Risk
23,Male,Black African,Diploma,Finance,30,7321,2822.31,1084.73,1458.15,3097.41,1354.35,1274.13,9736.73,42.31,Critical Risk
30,Female,Black African,High School,Retail,45,3000,989.05,443.61,577.23,1305.52,236.09,528.34,3843.75,43.52,Critical Risk
31,Female,Black African,High School,Education,40,19892,7867.36,2078.22,3379.3,6585.74,3187.03,3565.77,23476.39,33.11,High Risk
23,Male,Black African,High School,IT,40,31502,12074.46,3637.51,4747.99,4103.09,7022.69,5078.26,29641.31,13.02,Very Low Risk
30,Male,Black African,Diploma,Construction,50,7007,2390.92,840.55,1369.74,3482.83,1656.66,1339.34,9423.38,49.7,Critical Risk
27,Female,Black African,Diploma,Finance,20,27909,10573.16,4156.61,5346.87,15067.19,3609.93,4363.34,39507.18,53.99,Critical Risk
32,Male,Black African,High School,Education,45,4033,1381.73,561.83,794.41,2246.26,401.72,693.67,5677.9,55.7,Critical Risk
30,Male,Black African,Diploma,Retail,45,4847,1613.9,641.55,965.61,814.83,462.22,824.82,4860.71,16.81,Low Risk
34,Female,Black African,Master's,Construction,45,19562,6154.2,2332.38,3157.87,7421.63,3472.83,3148.68,22214.76,37.94,High Risk
27,Male,Black African,Master's,Construction,45,6279,2466.18,933.87,1027.85,2736.26,802.8,952.41,8116.56,43.58,Critical Risk
27,Male,Black African,Bachelor's,Construction,40,8119,2623.7,1100.8,1375.05,753.54,783.04,1238.79,7091.89,9.28,Very Low Risk
34,Male,Black African,Bachelor's,Mining,40,27606,9692.95,3478.7,4258.86,9880.2,4782.05,4959.07,32269.79,35.79,High Risk
32,Female,Coloured,High School,Finance,40,26103,9210.29,3284.42,5172.73,1995.28,4596.91,5126.36,24789.09,7.64,Very Low Risk
35,Male,Black African,High School,Retail,40,3000,910.16,311.47,561.97,1475.3,192.65,476.81,3735.72,49.18,Critical Risk
23,Male,Black African,Diploma,Finance,20,9282,3524.03,1104.09,1413.72,4973.44,2277.32,1479.4,12494.68,53.58,Critical Risk
29,Male,White,Diploma,Mining,50,29844,11022.84,3189.98,5493.61,11875.89,4194.9,4994.77,36577.09,39.79,Critical Risk
24,Female,Black African,Bachelor's,Healthcare,30,17307,5693.37,2369.41,2712.81,9692.86,3648.87,2743.93,23212.38,56.01,Critical Risk
28,Male,Black African,High School,Healthcare,40,9960,3917.1,1432.58,1884.71,1989.42,1168.8,1714.2,10938.02,19.97,Low Risk
26,Male,Black African,Diploma,Mining,45,40252,16066.82,5898.65,7363.84,17680.2,7612.49,6191.56,53201.07,43.92,Critical Risk
24,Female,Black African,Diploma,Mining,30,28149,10341.49,4190.37,5004.82,4150.5,3340.24,5465.12,29152.3,14.74,Very Low Risk
22,Female,Black African,Diploma,Healthcare,30,25909,9712.44,2869.58,4320.58,2237.4,2317.98,3909.07,23049.08,8.64,Very Low Risk
29,Male,Black African,Diploma,Mining,45,25331,7750.11,3184.07,4686.45,7181.4,3836.45,4755.6,27557.63,28.35,Moderate Risk
24,Male,Black African,High School,Construction,40,8104,2784.03,1108.32,1332.29,4639.84,541.72,1469.68,11334.16,57.25,Critical Risk
23,Female,Black African,PhD,Mining,30,27317,8262.48,3612.49,4127.43,13793.67,4292.82,4385.7,34181.77,50.49,Critical Risk
22,Female,Indian/Asian,Diploma,Mining,45,28361,10547.7,4253.54,5552.37,12346.94,2376.91,5584.7,38285.24,43.53,Critical Risk
25,Male,Black African,Diploma,Healthcare,30,27605,10575.01,3111.84,4294.31,11498.89,1584.18,4917.23,34397.28,41.66,Critical Risk
34,Male,Black African,High School,Healthcare,40,14187,4424.97,1835.34,2682.49,2726.65,2875.17,2731.71,14401.16,19.22,Low Risk
29,Male,Black African,Diploma,Education,45,17820,5513.14,2023.35,3003.77,1191.12,3049.06,2911.82,14643.2,6.68,Very Low Risk
34,Male,Coloured,High School,Finance,40,8363,3197.47,1117.02,1444.89,2517.63,1561.69,1447.71,9724.72,30.1,High Risk
24,Female,Coloured,High School,Healthcare,20,21183,7429.08,2425.79,3445.46,4647.29,5231.25,3819.59,21767.22,21.94,Moderate Risk
35,Male,Black African,High School,Finance,40,12300,4731.05,1675.55,1929.47,3047.12,2019.74,2280.12,13663.31,24.77,Moderate Risk
22,Female,Black African,High School,Construction,40,14571,4947.93,1922.2,2220.63,1304.91,1599.17,2320.5,12716.17,8.96,Very Low Risk
25,Female,Black African,Diploma,Construction,40,5822,1848.16,632.75,878.01,1130.99,385.87,1151.33,5641.24,19.43,Low Risk
30,Male,Black African,High School,Healthcare,40,24141,8137.72,2685.54,4321.46,8896.87,3482.87,4459.78,28501.38,36.85,High Risk
34,Male,Black African,Bachelor's,IT,40,33646,11033.38,4174.7,6554.88,18437.1,1781.59,6643.91,46843.98,54.8,Critical Risk
22,Female,Black African,High School,Finance,20,26276,9220.73,3550.81,4240.13,13141.51,2304.76,4198.43,34351.61,50.01,Critical Risk
33,Male,White,High School,Mining,40,24861,9672.93,2681.62,3825.57,5312.21,4106.41,4381.42,25873.74,21.37,Moderate Risk
35,Female,Black African,Bachelor's,IT,40,51714,17363.12,5909.77,9126.79,24547.32,11610.34,9338.33,66285.33,47.47,Critical Risk
32,Female,Black African,High School,Education,20,14520,5423.5,1541.99,2539.91,6215.03,3325.81,2230.12,17950.54,42.8,Critical Risk
23,Male,Black African,High School,Healthcare,30,11454,4168.06,1197.02,2137.91,1477.01,2094.56,1926.08,10906.09,12.9,Very Low Risk
30,Male,Black African,High School,Healthcare,45,21469,6918.87,2608.63,3431.72,8012.23,3672.24,4272.0,25243.46,37.32,High Risk
23,Male,Black African,Bachelor's,Education,30,11589,3844.4,1288.36,2237.8,5627.95,1779.0,2141.65,15140.15,48.56,Critical Risk
34,Female,Black African,Bachelor's,IT,40,31309,10039.19,3586.71,4801.82,3920.08,4017.5,5102.28,27450.08,12.52,Very Low Risk
24,Female,White,High School,Retail,40,3000,1127.48,394.32,528.21,255.08,501.73,483.73,2788.81,8.5,Very Low Risk
28,Female,Black African,Diploma,Construction,30,13802,4317.61,1847.66,2514.79,1191.84,1900.65,2193.57,12065.48,8.64,Very Low Risk
24,Female,White,Diploma,Mining,40,23327,8347.64,2372.32,3773.28,7858.07,5031.16,3565.5,25916.81,33.69,High Risk
30,Male,Black African,Master's,Finance,50,25599,8118.14,2996.95,3907.24,1751.55,2384.73,3954.69,20728.56,6.84,Very Low Risk
27,Female,Black African,High School,IT,30,7359,2352.97,867.91,1137.04,2295.74,888.09,1290.83,7944.49,31.2,High Risk
24,Female,Black African,Bachelor's,Finance,45,18932,5689.41,2723.58,3672.94,6450.56,2353.59,3133.48,21669.96,34.07,High Risk
30,Female,Black African,High School,Healthcare,40,18183,6256.41,2227.81,2728.1,2946.57,3272.71,3385.19,17544.08,16.21,Low Risk
22,Male,Black African,High School,Retail,45,6215,2367.51,728.1,1016.0,3626.39,1386.41,1181.21,8919.22,58.35,Critical Risk
31,Female,Black African,High School,Education,40,20506,6332.45,2231.42,4079.94,9436.92,3140.4,3537.53,25618.25,46.02,Critical Risk
24,Female,Black African,Bachelor's,Retail,40,4296,1652.36,610.71,725.85,1148.28,1003.83,797.13,4934.32,26.73,Moderate Risk
22,Female,White,Diploma,Finance,40,12088,4646.03,1739.05,1886.48,6369.11,609.68,1886.41,16527.08,52.69,Critical Risk
23,Female,Black African,Diploma,Education,40,13961,4512.43,2076.25,2133.75,4112.0,3389.61,2231.87,15066.3,29.45,Moderate Risk
33,Female,Black African,Diploma,Construction,40,7119,2757.35,1027.27,1401.46,3175.65,1771.06,1247.58,9609.31,44.61,Critical Risk
29,Female,Black African,Diploma,Healthcare,40,23569,9018.77,3264.55,4572.59,8927.81,1679.79,3979.06,29762.77,37.88,Critical Risk
28,Female,Black African,Bachelor's,Education,40,28532,10426.67,3558.21,4400.96,8679.99,4977.55,5669.92,32735.75,30.42,High Risk
23,Female,Black African,High School,Construction,45,12962,4966.13,1765.0,2325.0,2519.51,890.66,2390.09,13965.74,19.44,Low Risk
23,Male,Indian/Asian,Diploma,Education,40,11372,3495.36,1478.92,2059.0,688.2,1164.51,2130.21,9851.7,6.05,Very Low Risk
30,Male,Black African,High School,Retail,45,3800,1261.25,522.66,703.11,256.24,245.23,663.92,3407.18,6.74,Very Low Risk
34,Male,Black African,Diploma,Mining,40,28058,9227.28,3796.34,4405.64,11330.51,6134.52,5377.93,34137.7,40.38,Critical Risk
34,Female,Black African,Bachelor's,Healthcare,30,44032,16651.26,5407.07,6996.15,23281.81,9198.12,7012.46,59348.75,52.87,Critical Risk
27,Female,Black African,Diploma,IT,50,46148,17313.48,5706.09,9090.29,23428.38,5223.14,7788.69,63326.94,50.77,Critical Risk
26,Female,Coloured,Bachelor's,IT,20,34597,13461.67,4589.02,6284.72,12152.98,5767.03,6306.92,42795.32,35.13,Critical Risk
31,Male,Black African,High School,IT,40,13681,4498.98,1960.21,2293.06,979.15,1035.93,2394.57,12125.98,7.16,Very Low Risk
27,Male,Black African,Diploma,Mining,40,15816,5494.2,1939.98,3047.54,1355.02,1657.44,2886.68,14723.42,8.57,Very Low Risk
30,Male,Black African,High School,Healthcare,40,10917,3295.58,1296.71,1925.06,1634.86,2056.8,1749.01,9901.22,14.98,Very Low Risk
32,Male,Black African,Master's,Education,40,13155,5249.05,1876.22,2045.83,2228.85,778.97,1981.22,13381.17,16.94,Low Risk
28,Female,Black African,High School,Finance,45,18718,6384.78,2143.22,3520.74,4854.01,2145.37,3440.34,20343.09,25.93,Moderate Risk
31,Male,Black African,Diploma,Finance,45,13700,4874.34,1997.23,2631.98,2199.17,1385.82,2452.71,14155.44,16.05,Low Risk
31,Female,Black African,Bachelor's,Healthcare,40,30029,10607.56,3813.66,4576.53,6499.28,5236.57,5561.4,31058.43,21.64,Moderate Risk
35,Female,White,Master's,Mining,30,63023,21360.1,7444.8,9817.58,5336.41,10664.91,11464.41,55423.3,8.47,Very Low Risk
30,Male,Black African,Diploma,Healthcare,20,21022,6796.29,2523.51,3390.15,5797.13,4064.28,3833.45,22340.53,27.58,Moderate Risk
25,Female,Coloured,High School,Finance,45,23595,8839.04,3002.62,3709.93,8036.68,5869.21,4421.37,28009.63,34.06,High Risk
23,Male,Black African,Diploma,Healthcare,40,19411,6553.31,2253.19,3597.18,8696.19,4567.2,2985.06,24084.93,44.8,Critical Risk
33,Male,Black African,High School,IT,30,13621,5002.34,1890.14,2105.09,1188.46,1744.67,2386.42,12572.45,8.73,Very Low Risk
29,Female,Black African,Diploma,Construction,50,16008,5971.58,2386.26,2477.68,8924.38,1604.2,3069.54,22829.44,55.75,Critical Risk
25,Female,Black African,Master's,Education,40,20773,7739.96,2930.2,4150.72,6112.33,4333.97,3978.82,24912.03,29.42,Moderate Risk
34,Male,Black African,High School,Healthcare,40,25355,7813.23,2690.13,4493.3,7045.85,4645.67,4099.09,26141.6,27.79,Moderate Risk
30,Male,Black African,Diploma,Education,40,17042,6773.49,1984.64,2886.54,9842.53,1702.97,2865.8,24353.0,57.75,Critical Risk
25,Male,Black African,Bachelor's,Retail,40,6592,2478.32,828.74,1100.61,2231.1,590.89,1295.65,7934.42,33.85,Critical Risk
29,Male,White,High School,Healthcare,50,12630,4543.4,1820.62,2183.95,2442.55,1178.31,2393.23,13383.75,19.34,Low Risk
30,Female,Black African,Diploma,Finance,45,7514,2470.92,925.53,1225.31,486.35,1619.03,1141.85,6249.97,6.47,Very Low Risk
34,Female,Black African,Bachelor's,Construction,40,16540,5212.61,1919.69,3249.95,8794.75,3355.69,2659.47,21836.47,53.17,Critical Risk
30,Male,Black African,Master's,Finance,30,50243,19063.56,6972.9,9884.17,23596.05,4764.07,9021.3,68537.98,46.96,Critical Risk
31,Female,Black African,Diploma,Construction,45,15646,5310.84,2142.91,3101.12,6349.05,2635.13,2712.85,19616.77,40.58,Critical Risk
25,Male,Coloured,High School,Education,45,21380,8363.38,2288.59,4183.3,6298.07,3241.38,3404.29,24537.64,29.46,Moderate Risk
22,Male,Black African,High School,Finance,40,7283,2869.83,788.07,1432.31,3529.91,873.83,1218.42,9838.55,48.47,Critical Risk
24,Female,White,Diploma,IT,50,24477,7479.41,3069.23,4217.78,4880.95,3136.85,3775.68,23423.05,19.94,Low Risk
30,Female,White,High School,Finance,40,8192,2933.02,1170.64,1342.87,1398.92,1579.4,1394.2,8239.65,17.08,Low Risk
25,Female,Black African,High School,Retail,30,3000,1015.11,341.93,503.24,1685.06,388.78,552.57,4097.9,56.17,Critical Risk
26,Female,Black African,Bachelor's,Healthcare,40,24139,8227.61,3178.88,4539.79,2132.85,5272.24,4054.67,22133.8,8.84,Very Low Risk
28,Female,Black African,Bachelor's,Mining,40,19989,7228.43,2427.04,3134.04,10974.47,4228.44,3219.14,26983.12,54.9,Critical Risk
26,Male,Black African,Bachelor's,Finance,30,18549,7006.59,1876.78,2786.58,3259.91,1593.56,3261.96,18191.81,17.57,Low Risk
25,Female,Black African,High School,Healthcare,40,23002,8164.96,2840.95,4266.13,13080.32,4478.24,4257.55,32609.92,56.87,Critical Risk
23,Female,Black African,High School,IT,45,25978,9759.28,3423.49,4564.49,6783.59,5721.66,5147.22,29678.06,26.11,Moderate Risk
23,Male,Black African,Bachelor's,Healthcare,30,26868,10653.72,3850.31,5023.26,7019.45,5656.01,4509.99,31056.73,26.13,Moderate Risk
34,Female,Black African,Bachelor's,Finance,45,34632,11813.09,3961.54,6292.0,2618.74,2091.87,5693.15,30378.52,7.56,Very Low Risk
34,Female,Black African,Bachelor's,Finance,30,56329,19402.73,7296.04,8894.48,28380.35,3312.88,9546.33,73519.93,50.38,Critical Risk
25,Male,Black African,PhD,Education,40,15239,5597.83,2229.7,2782.57,8023.15,2297.43,3011.89,21645.14,52.65,Critical Risk
31,Female,Black African,Bachelor's,Construction,45,6672,2027.93,868.01,1325.99,2948.7,1505.81,1121.68,8292.31,44.2,Critical Risk
34,Male,White,Diploma,Finance,40,29205,9104.14,4245.45,5238.2,13294.0,3075.51,5429.1,37310.89,45.52,Critical Risk
31,Female,Black African,High School,Retail,20,4877,1536.52,632.26,781.66,1070.66,381.4,930.34,4951.45,21.95,Moderate Risk
34,Male,Black African,Diploma,Healthcare,45,9237,3305.17,1205.52,1469.12,3877.27,478.44,1521.79,11378.86,41.98,Critical Risk
30,Female,Black African,Diploma,Education,30,17902,6344.63,2433.03,2852.6,1030.83,4289.19,2948.67,15609.77,5.76,Very Low Risk
29,Male,Black African,High School,Construction,45,4823,1594.45,663.18,893.09,2169.95,524.93,753.44,6074.11,44.99,Critical Risk
24,Male,Indian/Asian,Bachelor's,Mining,30,28245,10097.33,3542.16,5388.16,15666.26,4754.64,4666.66,39360.56,55.47,Critical Risk
35,Male,Black African,High School,Retail,30,3192,1265.4,422.61,503.85,576.5,654.5,523.74,3292.1,18.06,Low Risk
30,Female,Coloured,Bachelor's,Mining,45,39015,15067.55,5259.93,7766.1,3509.23,5449.07,6808.64,38411.44,8.99,Very Low Risk
35,Female,Black African,High School,Finance,40,11137,3741.45,1201.38,2040.32,4878.11,2188.3,2108.14,13969.41,43.8,Critical Risk
26,Female,White,Diploma,Mining,40,37350,14758.11,4302.27,6304.47,21052.38,5456.65,6211.85,52629.07,56.37,Critical Risk
